AGENCY,Region,Province,PCODE,Municipality,MCODE,Barangay,Intervention_type,Planned_HH,HH_served,Target_Group,Status,Start_data,Completion_date ,Comments,updated,,Combinedlookup
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,BONGABONG,175203,0,NFI - household kits,0,200,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BONGABONGORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,SOCORRO,175214,0,NFI - household kits,0,100,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,SOCORROORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,BACO,175201,0,NFI - household kits,0,100,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BACOORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1751,SAN JOSE,175110,0,NFI - household kits,0,100,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,SAN JOSEOCCIDENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1751,MAGSAYSAY,175105,0,NFI - household kits,0,100,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,MAGSAYSAYOCCIDENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),PALAWAN,1753,CORON,175309,0,NFI - household kits,0,200,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,CORONPALAWAN
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,BULALACAO (SAN PEDRO),175204,0,tarpaulins - 1 per HH,300,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,BULALACAO (SAN PEDRO)ORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,NAUJAN,175208,0,tarpaulins - 1 per HH,300,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,NAUJANORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1751,RIZAL,175108,0,tarpaulins - 1 per HH,400,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,RIZALOCCIDENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,BULALACAO (SAN PEDRO),175204,0,NFI - household kits,300,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,BULALACAO (SAN PEDRO)ORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1752,NAUJAN,175208,0,NFI - household kits,300,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,NAUJANORIENTAL MINDORO
Citizens' Disaster Response Center,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1751,RIZAL,175108,0,NFI - household kits,400,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,RIZALOCCIDENTAL MINDORO
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,ESPERANZA,54109,0,tarpaulins - 1 per HH,0,883,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,ESPERANZAMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,PLACER,54117,0,tarpaulins - 1 per HH,0,447,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,PLACERMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,MILAGROS,54112,0,tarpaulins - 1 per HH,0,751,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,MILAGROSMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,CAWAYAN,54106,0,tarpaulins - 1 per HH,0,119,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,CAWAYANMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,ESPERANZA,54109,0,NFI - household kits,0,883,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,ESPERANZAMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,PLACER,54117,0,NFI - household kits,0,447,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,PLACERMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,MILAGROS,54112,0,NFI - household kits,0,751,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,MILAGROSMASBATE
Citizens' Disaster Response Center,REGION V (BICOL REGION),MASBATE,541,CAWAYAN,54106,0,NFI - household kits,0,119,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,CAWAYANMASBATE
Citizens' Disaster Response Center,REGION VII (CENTRAL VISAYAS),CEBU,722,MEDELLIN,72231,0,tarpaulins - 1 per HH,0,1000,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,MEDELLINCEBU
Citizens' Disaster Response Center,REGION VII (CENTRAL VISAYAS),CEBU,722,MEDELLIN,72231,0,NFI - household kits,0,1000,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,MEDELLINCEBU
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GUIUAN,82609,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,GUIUANEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GIPORLOS,82608,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,GIPORLOSEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,QUINAPONDANEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,SALCEDO,82619,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,SALCEDOEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,HERNANI,82610,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,HERNANIEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,BALANGIGA,82602,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,BALANGIGAEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,BASEYSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,MARABUT,86010,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,MARABUTSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,TANAUAN,83748,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,TANAUANLEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,PALO,83739,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,PALOLEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALBUERA,83703,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,ALBUERALEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,CARIGARA,83715,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,CARIGARALEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALANGALANG,83702,0,Other,58,0,home based (non-displaced),Planned (funded),41529,41885,"Proposed to Diakonie Katastrophenhilfe; sure funding,Distribution of shelter materials: corrugated sheets, plastic sheeting, rope, nails, ridge rolls, metal braces, chainsaws, construction tools",41615,,ALANGALANGLEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALBUERA,83703,0,tarpaulins - 1 per HH,0,200,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,ALBUERALEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GENERAL MACARTHUR,82607,0,tarpaulins - 1 per HH,0,450,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,GENERAL MACARTHUREASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,tarpaulins - 1 per HH,0,350,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BASEYSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),LEYTE,837,ALBUERA,83703,0,NFI - household kits,0,200,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,ALBUERALEYTE
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GENERAL MACARTHUR,82607,0,NFI - household kits,0,450,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,GENERAL MACARTHUREASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,NFI - household kits,0,350,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BASEYSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,tarpaulins - 1 per HH,1400,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BASEYSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,MARABUT,86010,0,tarpaulins - 1 per HH,800,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,MARABUTSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,0,tarpaulins - 1 per HH,1000,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,QUINAPONDANEASTERN SAMAR
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,NFI - household kits,1400,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,supported by Diakonie Katastrophenhilfe,41615,,BASEYSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,MARABUT,86010,0,NFI - household kits,800,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,MARABUTSAMAR (WESTERN SAMAR)
Citizens' Disaster Response Center,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,0,NFI - household kits,1000,0,home based and displaced,Pipeline,15/11/2013,15/02/2014,0,41615,,QUINAPONDANEASTERN SAMAR
Citizens' Disaster Response Center,REGION XIII (CARAGA),SURIGAO DEL NORTE,1667,GENERAL LUNA,166710,0,tarpaulins - 1 per HH,0,680,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,GENERAL LUNASURIGAO DEL NORTE
Citizens' Disaster Response Center,REGION XIII (CARAGA),SURIGAO DEL NORTE,1667,DAPA,166707,0,tarpaulins - 1 per HH,0,320,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,DAPASURIGAO DEL NORTE
Citizens' Disaster Response Center,REGION XIII (CARAGA),SURIGAO DEL NORTE,1667,GENERAL LUNA,166710,0,NFI - household kits,0,680,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,GENERAL LUNASURIGAO DEL NORTE
Citizens' Disaster Response Center,REGION XIII (CARAGA),SURIGAO DEL NORTE,1667,DAPA,166707,0,NFI - household kits,0,320,home based and displaced,Ongoing,16/11/2013,16/02/2014,supported by Diakonie Katastrophenhilfe,41615,,DAPASURIGAO DEL NORTE
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Salvacion,tools and tarps,4300,700,#N/A,Ongoing,41611,0,"Working in close consultation with Mayors at Municipality level. stocks arriving on plane in Roxa in 5-7 days. Accompanied by repair and repalcement of damaged/destroyed fishing boats for 1,000 HH's.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Malangabang,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Igbon,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Polopina,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Botlog  ,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Malio-log,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Dungo,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Taloto-an,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Macatunauo,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CONCEPCION,63015,Tambaliza,#N/A,0,0,#N/A,Ongoing,41611,0,"6x4m tarp, tie wire, assorted nails, tools, jerry can, sleeping mats, blankets, mosquito nets, kitchen set.",41613,,CONCEPCIONILOILO
CONCERN Worldwide,REGION VI (WESTERN VISAYAS),ILOILO,630,CARLES,63014,TBC,tools and tarps,5000,0,#N/A,Planned (funded),41611,0,"Working in close consultation with Mayors at Municipality level. stocks arriving on plane in Roxa in 5-7 days. Accompanied by repair and repalcement of damaged/destroyed fishing boats for 1,000 HH's.",0,,CARLESILOILO
CRS,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,TBD,tools and tarps,15000,0,home based and evacuation center,Pipeline,41593,41623,0,0,,BASEYSAMAR (WESTERN SAMAR)
CRS,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,TBD,NFI - kitchen sets,15000,0,home based and evacuation center,Pipeline,41593,41623,0,0,,BASEYSAMAR (WESTERN SAMAR)
CRS,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,TBD,NFI - household kits,15000,0,home based and evacuation center,Pipeline,41593,41623,0,0,,BASEYSAMAR (WESTERN SAMAR)
CWS-A/P,REGION VIII (EASTERN VISAYAS),LEYTE,837,DULAG,83718,TBD,#N/A,0,0,#N/A,Planned (unfunded),0,0,0,0,,DULAGLEYTE
CWS-A/P,REGION VIII (EASTERN VISAYAS),LEYTE,837,TOLOSA,83749,TBD,#N/A,0,0,#N/A,Planned (unfunded),0,0,0,0,,TOLOSALEYTE
CWS-A/P,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABONTABON,83746,TBD,#N/A,0,0,#N/A,Planned (unfunded),0,0,0,0,,TABONTABONLEYTE
DART - Candian Forces,REGION VI (WESTERN VISAYAS),ILOILO,630,SARA,63044,0,#N/A,0,0,#N/A,#N/A,0,0,"Engineering works to community infrastructure incl. Schools, Municipal offices, community centres etc..",0,,SARAILOILO
DART - Candian Forces,REGION VI (WESTERN VISAYAS),CAPIZ,619,0,#N/A,0,#N/A,0,0,#N/A,#N/A,0,0,"Engineering works to community infrastructure incl. Schools, Municipal offices, community centres etc..",0,,CAPIZ
"DCA, CWS-A/P",REGION VII (CENTRAL VISAYAS),CEBU,722,CITY OF BOGO,72211,"Anonang Norte, Anonang Sur",#N/A,0,0,#N/A,Planned (unfunded),0,0,0,0,,CITY OF BOGOCEBU
"DCA, CWS-A/P",REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,TBD,#N/A,0,0,#N/A,Planned (unfunded),0,0,0,0,,DAANBANTAYANCEBU
DfID (British Navy),REGION VI (WESTERN VISAYAS),ILOILO,630,CARLES,63014,Binuluangan Island,tarpaulins - 1 per HH,0,412,#N/A,Complete,41637,41637,0,41613,,CARLESILOILO
DfID (British Navy),REGION VI (WESTERN VISAYAS),ILOILO,630,CARLES,63014,Calagnaan Island,tarpaulins - 1 per HH,0,165,#N/A,Complete,41637,41637,0,41613,,CARLESILOILO
DfID (British Navy),REGION VI (WESTERN VISAYAS),ILOILO,630,CARLES,63014,Sicogon Island,tarpaulins - 1 per HH,0,823,#N/A,Complete,41637,41637,0,41613,,CARLESILOILO
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,DOLORES,82606,"Shelter Kit Distribution, Technical Assistance, Capacity-building",tarpaulins - 1 per HH,1250,0,#N/A,Ongoing,41593,41677,0,0,,DOLORESEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,DOLORES,82606,0,NFI - household kits,1125,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,DOLORESEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GUIUAN,82609,"Shelter Kit Distribution, Technical Assistance, Capacity-building",tarpaulins - 1 per HH,1250,0,#N/A,Ongoing,41593,41677,0,0,,GUIUANEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GUIUAN,82609,0,NFI - household kits,1125,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,GUIUANEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,MERCEDES,82616,"Shelter Kit Distribution, Technical Assistance, Capacity-building",tarpaulins - 1 per HH,1250,0,#N/A,Ongoing,41593,41677,0,0,,MERCEDESEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,MERCEDES,82616,0,NFI - household kits,1125,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,MERCEDESEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,"Shelter Kit Distribution, Technical Assistance, Capacity-building",tarpaulins - 1 per HH,1250,0,#N/A,Ongoing,41593,41677,0,0,,QUINAPONDANEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,QUINAPONDAN,82618,0,NFI - household kits,1125,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,QUINAPONDANEASTERN SAMAR
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,BASEY,86002,0,NFI - household kits,2250,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,BASEYSAMAR (WESTERN SAMAR)
"DFID RRF/Christian Aid (in consortium with Habitat for Humanity, World Vision International and MapAction)",REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),860,MARABUT,86010,0,NFI - household kits,2250,0,#N/A,Ongoing,41593,41677,"NFI Distribution, DRR Capacity-building",0,,MARABUTSAMAR (WESTERN SAMAR)
